id,score
1500,0.024168272
1501,0.004533673
1502,0.9872815
1503,0.02230682
1504,1.4380995e-05
1505,0.0001436496
1506,0.92728615
1507,1.7580296e-05
1508,0.06445509
1509,0.0048878635
1510,0.002289818
1511,0.06942935
1512,0.0048858346
1513,0.9990397
1514,0.083247386
1515,0.005434786
1516,0.1527534
1517,0.96976143
1518,0.31049708
1519,1.9619361e-05
1520,5.8785747e-05
1521,0.12031536
1522,0.0020856934
1523,0.0020446097
1524,0.00298745
1525,0.32950962
1526,0.014625844
1527,0.11114451
1528,0.9646856
1529,0.01876249
1530,0.098010086
1531,0.0002267779
1532,0.6015295
1533,0.07178501
1534,0.14981723
1535,0.0014157048
1536,0.66934353
1537,0.0032860534
1538,0.9993838
1539,3.1202205e-06
1540,0.996788
1541,0.020650906
1542,0.9968701
1543,0.0011503082
1544,0.00017727764
1545,0.0010388393
1546,0.014120768
1547,0.0021295748
1548,0.026503302
1549,0.41170776
1550,0.9980566
1551,0.981868
1552,0.004282491
1553,0.96877724
1554,0.031559166
1555,0.00011766805
1556,0.99842036
1557,0.0007420565
1558,0.008686984
1559,0.07162591
1560,0.81355274
1561,0.8821253
1562,3.5578945e-05
1563,1.1025972e-05
1564,0.98607695
1565,0.000614597
1566,2.7577066e-06
1567,1.9991642e-09
1568,3.9652878e-05
1569,0.02595568
1570,0.0025479815
1571,0.9977761
1572,0.0028891058
1573,0.020455457
1574,0.98221403
1575,0.96023375
1576,2.7085158e-05
1577,0.0006847186
1578,0.010962688
1579,0.012654859
1580,0.035504647
1581,0.914659
1582,0.05832812
1583,0.00040919028
1584,0.021766245
1585,0.03289638
1586,0.00046316042
1587,0.037358057
1588,5.8625513e-08
1589,0.0357771
1590,0.009942415
1591,0.99904877
1592,0.55784285
1593,0.04672857
1594,0.00013543398
1595,0.9868074
1596,0.00082360505
1597,0.99849606
1598,0.9976405
1599,0.9976234
1600,0.0011215215
1601,0.9998436
1602,0.99696034
1603,0.11635215
1604,0.00023374484
1605,0.5485535
1606,0.03088258
1607,0.02541967
1608,6.2541044e-06
1609,6.452018e-05
1610,0.09072998
1611,0.9984414
1612,0.023315758
1613,0.00059190125
1614,0.0006648565
1615,0.9991204
1616,0.9990706
1617,0.98863864
1618,0.11463032
1619,0.00725222
1620,0.9727849
1621,2.123198e-06
1622,0.99442095
1623,1.9083998e-07
1624,6.783168e-05
1625,0.0641421
1626,0.18686724
1627,0.77870226
1628,0.9969229
1629,0.9905634
1630,0.97992814
1631,0.0084063895
1632,0.007956667
1633,0.0016632488
1634,0.004997028
1635,0.08561307
1636,0.5612592
1637,0.987118
1638,0.040307894
1639,0.041531198
1640,0.0037254055
1641,0.063477606
1642,8.751359e-06
1643,0.8052446
1644,0.0009395204
1645,0.9907539
1646,0.0016265755
1647,0.028445987
1648,0.41085926
1649,0.9933035
1650,0.087978646
1651,0.5838527
1652,0.00028965974
1653,0.0003505173
1654,0.0075890366
1655,0.005362569
1656,0.7419574
1657,0.99954885
1658,0.06796842
1659,0.049920104
1660,0.6515254
1661,0.7215905
1662,0.1597439
1663,0.011369462
1664,0.00422978
1665,0.08527105
1666,4.627627e-05
1667,0.0001620251
1668,0.93091136
1669,3.2513892e-06
1670,0.90967906
1671,0.9998209
1672,0.012444354
1673,0.96563464
1674,0.9853005
1675,0.0068075736
1676,0.007908104
1677,0.99004585
1678,0.99902797
1679,0.0009896359
1680,0.006765693
1681,0.0001796427
1682,0.99920195
1683,0.3262343
1684,0.4436341
1685,0.0056171385
1686,0.07703681
1687,3.0695767e-06
1688,4.0304442e-08
1689,0.9903904
1690,0.95480484
1691,9.1438786e-05
1692,0.009985465
1693,0.9931458
1694,0.12338848
1695,0.49215162
1696,0.97984123
1697,0.99915993
1698,0.057424802
1699,0.8638441
1700,0.00018331622
1701,0.9879313
1702,0.012128982
1703,0.9966217
1704,0.97103274
1705,1.1432022e-05
1706,0.0651615
1707,0.004691291
1708,0.008003112
1709,0.9980641
1710,0.00046268298
1711,0.0410515
1712,0.29894176
1713,0.00016868394
1714,0.033180658
1715,0.0027572736
1716,0.5683355
1717,0.9966139
1718,0.018430589
1719,0.9972332
1720,0.00040278595
1721,0.9944484
1722,0.898845
1723,0.00039940514
1724,0.019849297
1725,0.0001239622
1726,0.10377767
1727,0.05365014
1728,0.00014981483
1729,0.040184557
1730,0.060876977
1731,0.0013535286
1732,0.011322115
1733,0.7832157
1734,0.017663674
1735,0.9365367
1736,0.097923055
1737,0.0040071085
1738,0.055734325
1739,8.325191e-07
1740,0.60867846
1741,0.40164578
1742,0.00041259042
1743,0.15315562
1744,0.5142242
1745,1.6994041e-05
1746,0.9928538
1747,7.7685445e-06
1748,0.0030672126
1749,0.9847943
1750,0.026802456
1751,0.9972184
1752,0.0014371579
1753,0.12917884
1754,0.99973696
1755,0.14020748
1756,0.0009818574
1757,0.94002044
1758,0.0076900665
1759,0.9957106
1760,0.0023814791
1761,0.027854174
1762,0.50839585
1763,0.0022005048
1764,0.009363818
1765,0.004909865
1766,0.698849
1767,6.1060186e-05
1768,0.008908138
1769,0.27621657
1770,0.99736434
1771,0.38256925
1772,0.0029779347
1773,5.706911e-07
1774,0.034837555
1775,8.813484e-05
1776,0.9788407
1777,0.05051577
1778,0.9874135
1779,0.21748796
1780,0.9987569
1781,0.5393074
1782,6.381411e-05
1783,5.6797904e-05
1784,0.6943543
1785,0.6182624
1786,0.9990964
1787,0.00043736797
1788,3.2619442e-07
1789,0.8815714
1790,0.013825934
1791,0.99161774
1792,0.012477378
1793,0.0030872652
1794,0.0069364044
1795,0.63908863
1796,0.012922389
1797,0.0005248747
1798,0.99884677
1799,7.2891667e-06
1800,0.00045221776
1801,0.30691814
1802,7.173548e-07
1803,0.9800562
1804,0.0027172277
1805,0.16058002
1806,1.18309135e-05
1807,0.07448611
1808,0.99032634
1809,0.81618744
1810,0.00044129373
1811,0.34993547
1812,0.98201376
1813,0.006224398
1814,0.0030421806
1815,0.9996307
1816,0.325313
1817,0.742578
1818,0.014626614
1819,0.0016183293
1820,0.7444336
1821,2.948184e-09
1822,0.019710802
1823,0.3979995
1824,0.16240607
1825,0.6105261
1826,0.45780078
1827,0.8928384
1828,0.030047433
1829,0.9726142
1830,0.011790614
1831,0.014714262
1832,0.007881619
1833,0.49944058
1834,0.96352726
1835,0.9944727
1836,0.0005801595
1837,0.00020266807
1838,0.2385769
1839,0.8386092
1840,0.18635392
1841,0.043017313
1842,0.0058710217
1843,0.04428553
1844,0.11357287
1845,0.9966793
1846,0.9951958
1847,0.011398828
1848,8.2784165e-05
1849,0.708217
1850,0.032114442
1851,0.6574491
1852,0.5848737
1853,0.49280074
1854,0.00077238993
1855,0.0011868089
1856,4.0883815e-06
1857,0.97901905
1858,0.9989248
1859,6.8329236e-06
1860,0.70123196
1861,0.8510442
1862,0.011620123
1863,0.9749165
1864,0.07835471
1865,0.5581486
1866,5.6650124e-06
1867,0.026674286
1868,0.3571847
1869,0.13063824
1870,2.9862913e-05
1871,0.3414015
1872,0.9965406
1873,1.4843265e-05
1874,0.98929846
1875,0.22372504
1876,0.05206315
1877,0.9678028
1878,0.054158106
1879,0.5353401
1880,0.08880833
1881,0.00040592367
1882,0.9983108
1883,0.0018317412
1884,7.226893e-06
1885,3.585901e-05
1886,0.99663514
1887,0.99216825
1888,0.9914587
1889,0.16900092
1890,0.009663314
1891,0.053173933
1892,0.003520366
1893,0.98054653
1894,0.99438876
1895,0.00013635738
1896,0.0005998823
1897,0.033602774
1898,0.65046835
1899,0.86079
1900,0.03412048
1901,0.99936
1902,0.0024464177
1903,0.71973944
1904,0.0003365749
1905,7.732357e-06
1906,0.9916249
1907,0.02988153
1908,0.997959
1909,0.4816635
1910,0.06269794
1911,0.7348257
1912,0.9891783
1913,0.020856407
1914,0.003050936
1915,2.0559464e-05
1916,0.96949154
1917,1.0322222e-05
1918,0.58255976
1919,1.650233e-05
1920,0.078961946
1921,3.435504e-05
1922,0.013607318
1923,0.93074787
1924,0.00015813315
1925,0.9789918
1926,0.06493443
1927,0.0007769228
1928,0.023132967
1929,0.853789
1930,0.9952246
1931,0.981482
1932,0.019034073
1933,0.0007535248
1934,0.0010153005
1935,0.044633348
1936,0.013851391
1937,0.104277305
1938,0.031212382
1939,0.00010692896
1940,1.118529e-06
1941,0.00016277008
1942,0.004205711
1943,0.98080736
1944,0.9943867
1945,0.9996475
1946,0.00022103416
1947,0.0031232566
1948,0.099169746
1949,0.11684806
1950,0.9991215
1951,0.00018051667
1952,0.17281713
1953,0.9981376
1954,0.00013250386
1955,0.99744236
1956,0.011075727
1957,0.3521215
1958,0.2755067
1959,0.02041231
1960,0.011019234
1961,0.00010015632
1962,0.99540377
1963,1.5328213e-05
1964,0.0091686435
1965,0.99780256
1966,4.9236354e-05
1967,4.7520818e-05
1968,0.0053820834
1969,3.1874617e-06
1970,0.6335167
1971,0.000105943545
1972,0.0005969245
1973,0.000541352
1974,0.9988527
1975,0.11591483
1976,0.9982181
1977,0.015797049
1978,0.117382444
1979,3.4318167e-05
1980,0.0017103032
1981,0.99622786
1982,0.076383725
1983,0.4375932
1984,0.01474778
1985,0.00012775662
1986,0.99450547
1987,2.4606497e-05
1988,0.9923384
1989,0.0012374946
1990,0.057647515
1991,0.0020463257
1992,0.51270247
1993,1.1665003e-05
1994,0.02924705
1995,0.0003071053
1996,0.9750611
1997,0.050200198
1998,0.9995171
1999,0.98726195
2000,2.2025291e-05
2001,0.96895987
2002,0.31053793
2003,0.49280074
2004,0.0061632823
2005,0.22872253
2006,0.006798707
2007,1.7682038e-05
2008,0.08906936
2009,0.09278433
2010,0.99256223
2011,0.00031406496
2012,0.008990475
2013,0.00017161932
2014,5.759664e-08
2015,1.0286287e-06
2016,0.9521981
2017,0.19802245
2018,0.0032923673
2019,0.04806001
2020,0.93905866
2021,0.031463426
2022,0.18391873
2023,0.80007124
2024,0.9960461
2025,0.9912975
2026,0.00082981895
2027,0.3492062
2028,0.99635136
2029,0.9105992
2030,0.9967585
2031,0.002726892
2032,0.01176463
2033,0.000103659004
2034,0.32017455
2035,0.9732171
2036,0.006767981
2037,0.99877995
2038,0.99822706
2039,0.0034258706
2040,0.019177612
2041,0.0002775688
2042,0.08567035
2043,6.4266883e-06
2044,0.020575453
2045,0.03608129
2046,0.65628344
2047,0.24821433
2048,0.034218553
2049,0.72173464
2050,0.9946997
2051,0.30409586
2052,8.607925e-05
2053,0.0012793202
2054,0.0012039996
2055,0.9973568
2056,0.6873311
2057,1.1238313e-05
